topic,name,solution
Dates,1958-5-13,"Ben Carlin becomes the first (and only) person to circumnavigate the world by amphibious vehicle, having travelled over 17,000 kilometres (11,000 mi) by sea and 62,000 kilometres (39,000 mi) by land during a ten-year journey."
Dates,1960-5-13,"Hundreds of University of California, Berkeley students congregate for the first day of protest against a visit by the House Committee on Un-American Activities."
Dates,1967-5-13,"Dr. Zakir Husain becomes the third President of India. He is the first Muslim President of the Indian Union. He holds this position until August 24, 1969."
Dates,1971-5-13,Over 900 unarmed Bengali Hindus are murdered in the Demra massacre.
Dates,1972-5-13,"Faulty electrical wiring ignites a fire underneath the Playtown Cabaret in Osaka, Japan. Blocked exits and non-functional elevators lead to 118 fatalities, with many victims leaping to their deaths."
Dates,1972-5-13,"The Troubles: A car bombing outside a crowded pub in Belfast sparks a two-day gun battle involving the Provisional IRA, Ulster Volunteer Force and British Army. Seven people are killed and over 66 injured."
Dates,1980-5-13,"An F3 tornado hits Kalamazoo County, Michigan. President Jimmy Carter declares it a federal disaster area."
Dates,1981-5-13,Mehmet Ali Ağca attempts to assassinate Pope John Paul II in St. Peter's Square in Rome. The Pope is rushed to the Agostino Gemelli University Polyclinic to undergo emergency surgery and survives.
Dates,1985-5-13,"Police release a bomb on MOVE headquarters in Philadelphia to end a stand-off, killing six adults and five children, and destroying the homes of 250 city residents."
Dates,1989-5-13,Large groups of students occupy Tiananmen Square and begin a hunger strike.
Dates,1990-5-13,"The Dinamo-Red Star riot took place at Maksimir Stadium in Zagreb, Croatia between the Bad Blue Boys (fans of Dinamo Zagreb) and the Delije (fans of Red Star Belgrade)."
Dates,1992-5-13,"Li Hongzhi gives the first public lecture on Falun Gong in Changchun, People's Republic of China."
Dates,1995-5-13,"Alison Hargreaves, a 33-year-old British mother, becomes the first woman to conquer Everest without oxygen or the help of sherpas."
Dates,1996-5-13,Severe thunderstorms and a tornado in Bangladesh kill 600 people.
Dates,1998-5-13,"Race riots break out in Jakarta, Indonesia, where shops owned by Indonesians of Chinese descent are looted and women raped."
Dates,1998-5-13,"India carries out two nuclear tests at Pokhran, following the three conducted on May 11. The United States and Japan impose economic sanctions on India."
Dates,2003-5-13,"City of Miami Gardens, Florida is incorporated."
Dates,2005-5-13,"Andijan uprising, Uzbekistan; Troops open fire on crowds of protestors after a prison break; at least 187 people were killed according to official estimates."
Dates,2006-5-13,São Paulo violence: Rebellions occurs in several prisons in Brazil.
Dates,2011-5-13,Two bombs explode in the Charsadda District of Pakistan killing 98 people and wounding 140 others.
Dates,2012-5-13,Forty-nine dismembered bodies are discovered by Mexican authorities on Mexican Federal Highway 40.
Dates,2014-5-13,An explosion at an underground coal mine in south-western Turkey kills 301 miners.
Dates,1264-5-14,"Battle of Lewes: Henry III of England is captured and forced to sign the Mise of Lewes, making Simon de Montfort the de facto ruler of England."
Dates,1509-5-14,"Battle of Agnadello: In northern Italy, French forces defeat the Venetians."
Dates,1607-5-14,"Jamestown, Virginia is settled as an English colony."
Dates,1608-5-14,The Protestant Union is founded in Auhausen.
Dates,1610-5-14,"Henry IV of France is assassinated, bringing Louis XIII to the throne."
Dates,1643-5-14,"Four-year-old Louis XIV becomes King of France upon the death of his father, Louis XIII."
Dates,1747-5-14,War of the Austrian Succession: A British fleet under Admiral George Anson defeats the French at the First Battle of Cape Finisterre.
Dates,1787-5-14,"In Philadelphia, delegates convene a Constitutional Convention to write a new Constitution for the United States; George Washington presides."
Dates,1796-5-14,Edward Jenner administers the first smallpox inoculation.
Dates,1800-5-14,"The process of the U.S. Government moving the United States capital city from Philadelphia to Washington, D.C. begins."
Dates,1804-5-14,The Lewis and Clark Expedition departs from Camp Dubois and begins its historic journey by traveling up the Missouri River.
Dates,1811-5-14,"Paraguay: Pedro Juan Caballero, Fulgencio Yegros and José Gaspar Rodríguez de Francia start actions to depose the Spanish governor"
Dates,1836-5-14,"The Treaties of Velasco are signed in Velasco, Texas."
Dates,1863-5-14,American Civil War: The Battle of Jackson takes place.
Dates,1868-5-14,Boshin War: The Battle of Utsunomiya Castle ends as former Tokugawa shogunate forces withdraw northward to Aizu by way of Nikkō.
Dates,1870-5-14,The first game of rugby in New Zealand is played in Nelson between Nelson College and the Nelson Rugby Football Club.
Dates,1878-5-14,"The last witchcraft trial held in the United States begins in Salem, Massachusetts, after Lucretia Brown, an adherent of Christian Science, accused Daniel Spofford of attempting to harm her through his mental powers."
Dates,1879-5-14,The first group of 463 Indian indentured laborers arrives in Fiji aboard the Leonidas.
Dates,1913-5-14,"Governor of New York William Sulzer approves the charter for the Rockefeller Foundation, which begins operations with a $100 million donation from John D. Rockefeller."
Dates,1925-5-14,Virginia Woolf's novel Mrs Dalloway is published.
Dates,1931-5-14,"Five unarmed civilians are killed in the Ådalen shootings, as the Swedish military is called in to deal with protesting workers."
Dates,1935-5-14,The Philippines ratifies an independence agreement.
Dates,1939-5-14,Lina Medina becomes the youngest confirmed mother in medical history at the age of five.
Dates,1940-5-14,World War II: Rotterdam is bombed by the German Luftwaffe.
Dates,1940-5-14,World War II: The Battle of the Netherlands ends with the Netherlands surrendering to Germany.
Dates,1943-5-14,World War II: A Japanese submarine sinks AHS Centaur off the coast of Queensland.
Dates,1948-5-14,"Israel is declared to be an independent state and a provisional government is established. Immediately after the declaration, Israel is attacked by the neighboring Arab states, triggering the 1948 Arab-Israeli War."
Dates,1951-5-14,"Trains run on the Talyllyn Railway in Wales for the first time since preservation, making it the first railway in the world to be operated by volunteers."
Dates,1955-5-14,"Cold War: Eight Communist bloc countries, including the Soviet Union, sign a mutual defense treaty called the Warsaw Pact."
Dates,1961-5-14,"Civil Rights Movement: The Freedom Riders bus is fire-bombed near Anniston, Alabama, and the civil rights protesters are beaten by an angry mob."
Dates,1970-5-14,"Andreas Baader is freed from custody by Ulrike Meinhof, Gudrun Ensslin and others, a pivotal moment in the formation of The Red Army Faction."
Dates,1973-5-14,"Skylab, the United States' first space station, is launched."
Dates,1988-5-14,"Carrollton bus collision: A drunk driver traveling the wrong way on Interstate 71 near Carrollton, Kentucky, United States hits a converted school bus carrying a church youth group. Twenty-seven die in the crash and ensuing fire."
Dates,2004-5-14,The Constitutional Court of South Korea overturns the impeachment of President Roh Moo-hyun.
Dates,2012-5-14,"Agni Air Flight CHT crashes near Jomsom Airport in Jomsom, Nepal, after a failed go-around, killing 15 people."
Dates,1252-5-15,"Pope Innocent IV issues the papal bull ad extirpanda, which authorizes, but also limits, the torture of heretics in the Medieval Inquisition."
Dates,1525-5-15,"Insurgent peasants led by Anabaptist pastor Thomas Müntzer were defeated at the Battle of Frankenhausen, ending the German Peasants' War in the Holy Roman Empire."
Dates,1536-5-15,"Anne Boleyn, Queen of England, stands trial in London on charges of treason, adultery and incest; she is condemned to death by a specially-selected jury."
Dates,1567-5-15,"Mary, Queen of Scots marries James Hepburn, 4th Earl of Bothwell, her third husband."
Dates,1618-5-15,Johannes Kepler confirms his previously rejected discovery of the third law of planetary motion (he first discovered it on March 8 but soon rejected the idea after some initial calculations were made).
Dates,1648-5-15,The Treaty of Westphalia is signed.
Dates,1718-5-15,"James Puckle, a London lawyer, patents the world's first machine gun."
Dates,1730-5-15,Robert Walpole effectively became the first Prime Minister of the United Kingdom.
Dates,1776-5-15,"American Revolution: The Fifth Virginia Convention instructs its Continental Congress delegation to propose a resolution of independence from Great Britain, paving the way for the United States Declaration of Independence."
Dates,1791-5-15,French Revolution: Maximilien Robespierre proposes the Self-denying Ordinance.
Dates,1792-5-15,War of the First Coalition: France declares war on Kingdom of Sardinia.
Dates,1793-5-15,"Diego Marín Aguilera flies a glider for ""about 360 meters"", at a height of 5-6 meters, during one of the first attempted manned flights."
Dates,1796-5-15,War of the First Coalition: Napoleon enters Milan in triumph.
Dates,1800-5-15,"King George III of the United Kingdom survives an assassination attempt by James Hadfield, who is later acquitted by reason of insanity."
Dates,1811-5-15,Paraguay declares independence from Spain.
Dates,1817-5-15,"Opening of the first private mental health hospital in the United States, the Asylum for the Relief of Persons Deprived of the Use of Their Reason (now Friends Hospital, Philadelphia, Pennsylvania)."
Dates,1836-5-15,"Francis Baily observes ""Baily's beads"" during an annular eclipse."
Dates,1848-5-15,"Serfdom is abolished in the Habsburg Galicia, as a result of the 1848 revolutions. The rest of monarchy followed later in the year."
Dates,1849-5-15,Troops of the Two Sicilies take Palermo and crush the republican government of Sicily.
Dates,1850-5-15,"The Bloody Island massacre takes place in Lake County, California, in which a large number of Pomo Indians are slaughtered by a regiment of the United States Cavalry."
Dates,1850-5-15,"The Arana-Southern Treaty is ratified, ending ""the existing differences"" between Great Britain and Argentina."
Dates,1851-5-15,"The first Australian gold rush is proclaimed, although the discovery had been made three months earlier."
Dates,1858-5-15,"Opening of the present Royal Opera House in Covent Garden, London."
Dates,1862-5-15,President Abraham Lincoln signs a bill into law creating the United States Bureau of Agriculture. It is later renamed the United States Department of Agriculture.
